"","la","urn","school","school_description","adm_policy","num_pupils","perc_boys","perc_girls","perc_fsm","perc_sec_lang","perc_sen","att8","att8_eng","att8_maths","att8_fsm","att8_nonfsm","school_type","gender","att8_17"
"2796",888,134996,"Sir John Thursby Community College","FD","NSE",207,51,49,38,62,5,42,8.8,7.7,38.1,44.3,"State School","Mixed",40.1
"2797",888,134997,"Blessed Trinity RC College","VA","NSE",244,52,48,19,7,11,44.8,10,8.6,36.1,46.8,"State School","Mixed",39.6
"2798",888,135003,"Unity College","FD","NSE",191,55,46,35,4,10,45.8,9.6,9.3,40.7,48.5,"State School","Mixed",44.5
"2799",888,138835,"Bacup and Rawtenstall Grammar School","ACC","SEL",180,51,49,4,3,2,72,14.7,14.5,69.1,72.1,"Grammar School","Mixed",70.4
"2800",888,136742,"Lancaster Royal Grammar School","ACC","SEL",149,100,0,5,10,7,71.4,14.1,14.8,67.4,71.6,"Grammar School","Boys",69.7
"2801",888,136381,"Lancaster Girls' Grammar School","ACC","SEL",115,NA,100,4,4,10,75.2,14.8,14.7,NA,NA,"Grammar School","Girls",76.7
"2802",888,136390,"Clitheroe Royal Grammar School","ACC","SEL",120,47,53,3,8,5,74.9,14.3,15.5,NA,NA,"Grammar School","Mixed",73.9
"2803",888,119813,"Baines School","VA","NSE",162,55,45,14,3,2,47.5,10,9.2,31.3,50.1,"State School","Mixed",48.1
"2804",888,119814,"Archbishop Temple School, A Church of England Specialist College","VA","NSE",150,52,48,17,13,13,56.8,12.1,10.6,50.9,58,"State School","Mixed",62.2
"2805",888,119816,"St Mary's Catholic High School","VA","NSE",109,50,51,27,3,13,43.3,10.1,8.1,33.2,46.9,"State School","Mixed",45.2
"2806",888,137498,"Maharishi Free School","F","NSE",17,41,59,29,0,53,49.6,9.9,8.2,NA,NA,"State School","Mixed",45.6
"2807",888,135649,"Accrington Academy","AC","NSE",166,51,49,43,11,4,43.1,8.6,8.3,39.6,45.8,"State School","Mixed",44.5
"2808",888,135936,"Fulwood Academy","AC","NSE",138,51,49,43,15,6,35.6,7.4,7.3,27.7,41.5,"State School","Mixed",39.3
"2809",888,119845,"Rossendale School","INDSPEC",NA,11,55,46,NA,NA,NA,8.3,1.1,3.6,NA,NA,"Special School","Mixed",42.3
"2810",888,119849,"Crookhey Hall School","INDSPEC",NA,14,86,14,NA,NA,NA,2.4,0.6,0.9,NA,NA,"Special School","Mixed",7.4
"2811",888,119853,"Waterloo Lodge School","INDSPEC",NA,13,85,15,NA,NA,NA,4.5,0.8,1.7,NA,NA,"Special School","Mixed",2.8
"2812",888,131025,"Belmont School","INDSPEC",NA,18,100,NA,NA,NA,NA,8.3,1.2,2.1,NA,NA,"Special School","Boys",10.2
"2813",888,133540,"Pontville School","INDSPEC",NA,14,100,0,NA,NA,NA,15.3,3.7,3.7,NA,NA,"Special School","Boys",16.5
"2814",888,141864,"Cambian Red Rose School","INDSPEC",NA,6,33,67,NA,NA,NA,3.3,0.7,1.3,NA,NA,"Special School","Mixed",1
"2815",888,131575,"Oliver House School","INDSPEC",NA,21,86,14,NA,NA,NA,1.3,0,0.5,NA,NA,"Special School","Mixed",0.6
"2816",888,135092,"Roselyn House School","INDSPEC",NA,10,30,70,NA,NA,NA,2,0.9,1,NA,NA,"Special School","Mixed",1.7
"2817",888,135541,"Cumberland School","INDSPEC",NA,16,75,25,NA,NA,NA,5.9,1.3,3.1,NA,NA,"Special School","Mixed",8.2
"2818",888,136003,"Aurora Brambles School","INDSPEC",NA,8,100,0,NA,NA,NA,4.8,1.1,1.5,NA,NA,"Special School","Boys",1.4
"2819",888,119866,"Moorbrook School","CYS",NA,11,100,0,73,9,NA,4,0.9,2,NA,NA,"Special School","Boys",4.1
"2820",888,119873,"Wennington Hall School","CYS",NA,17,100,NA,77,0,NA,11.6,2.4,2.8,NA,NA,"Special School","Boys",15.1
"2821",888,119876,"Morecambe Road School","CYS",NA,18,44,56,89,0,NA,1.4,0,0.3,NA,NA,"Special School","Mixed",1.7
"2822",888,119877,"Chorley Astley Park School","CYS",NA,18,67,33,33,6,NA,0.7,0,0,0,1.1,"Special School","Mixed",0.2
"2823",888,119880,"Lostock Hall Moor Hey School","CYS",NA,9,89,11,89,0,NA,0.4,0,0.4,NA,NA,"Special School","Mixed",1.4
"2824",888,119883,"Broadfield Specialist School","CYS",NA,23,57,44,39,39,NA,2.8,0.8,0.5,0.4,4.3,"Special School","Mixed",0.8
"2825",888,143879,"Tor View School","ACCS",NA,17,53,47,71,6,NA,1,0,0,NA,NA,"Special School","Mixed",NA
"2826",888,119895,"Brookfield School","CYS",NA,16,100,NA,56,0,NA,10.1,3.1,3,6.2,15.1,"Special School","Boys",9.1
"2827",888,119898,"Hope High School","CYS",NA,6,100,0,83,0,NA,5.2,0.8,3,NA,NA,"Special School","Boys",5.8
"2828",888,134625,"The Rose School","CYS",NA,13,77,23,100,0,NA,1.8,0.5,0.8,1.8,NA,"Special School","Mixed",5.8
"2829",888,135015,"Pendle Community High School & College","CYS",NA,7,57,43,29,29,NA,0,0,0,NA,NA,"Special School","Mixed",0
"2830",889,138220,"Tauheedul Islam Boys' High School","F","NSE",98,100,NA,20,81,6,55.7,11.6,11.1,53.4,56.4,"State School","Boys",62.1
"2831",889,139924,"Darwen Aldridge Enterprise Studio","SS","NSE",41,54,46,54,5,20,34.4,7.5,7.3,30.7,38.6,"Special School","Mixed",28.3
"2832",889,141321,"Darwen Vale High School","AC","NSE",126,48,52,37,1,15,42.7,9.7,8.6,34.1,47.8,"State School","Mixed",37.8
"2833",889,142088,"Pleckgate High School","AC","NSE",231,53,47,35,47,7,45.2,9.7,9.6,40.8,47.4,"State School","Mixed",42.1
"2834",889,140879,"Witton Park Academy","ACC","NSE",186,44,57,36,63,11,39.8,8.9,7.8,33.4,43.3,"State School","Mixed",43.1
"2835",889,119790,"Our Lady and St John Catholic College","VA","NSE",146,47,53,41,20,13,37.8,8.1,6.5,31.7,42.1,"State School","Mixed",36.6
"2836",889,119793,"St Bede's Roman Catholic High School, Blackburn","VA","NSE",188,56,44,19,2,20,48.2,10.4,9.4,45,48.9,"State School","Mixed",47.4
"2837",889,134906,"Blackburn Central High School","FD","NSE",167,53,47,42,63,20,41.3,9.2,7.9,35.8,45.4,"State School","Mixed",40.9
"2838",889,141565,"Tauheedul Islam Girls' High School","ACC","NSE",120,NA,100,14,95,17,69.9,15,12.7,67.2,70.4,"State School","Girls",67.5
"2839",889,136900,"St Wilfrid's Church of England Academy","ACC","NSE",235,53,47,20,14,13,53.1,11.9,9.9,43,55.7,"State School","Mixed",51.3
"2840",889,141165,"Queen Elizabeth's Grammar School","F","NSE",123,56,44,18,24,11,54.6,11.2,10.2,45.8,56.5,"State School","Mixed",53.2
"2841",889,135580,"Darwen Aldridge Community Academy","AC","NSE",185,55,45,28,11,9,42.4,8.9,8.4,40,43.3,"State School","Mixed",41.4
"2842",889,138884,"Aurora Woodlands School","INDSPEC",NA,11,100,NA,NA,NA,NA,3.1,0.7,0.7,NA,NA,"Special School","Boys",3.7
"2843",890,139675,"Unity Academy Blackpool","AC","NSE",84,55,45,62,13,29,34.8,7.4,6.6,33.7,36.5,"State School","Mixed",31.5
"2844",890,140021,"South Shore Academy","AC","NSE",156,56,44,74,11,27,21.9,4.7,3.9,18.9,30.4,"State School","Mixed",27.3
"2845",890,141132,"Blackpool Aspire Academy","AC","NSE",87,60,40,70,14,17,42.8,8.1,8.4,40.6,48,"State School","Mixed",41.2
"2846",890,142469,"Highfield Leadership Academy","AC","NSE",181,60,40,35,4,14,35.4,7.7,7.6,28.4,39.2,"State School","Mixed",38.5
"2847",890,137973,"Montgomery High School","ACC","NSE",237,51,49,39,5,8,41.1,9,7.6,35.6,44.6,"State School","Mixed",39.3
"2848",890,140759,"St George's School A Church of England Academy","ACC","NSE",179,44,56,26,1,11,46.7,9.6,9.4,40.5,48.9,"State School","Mixed",43.9
"2849",890,141257,"St Mary's Catholic Academy","ACC","NSE",203,53,47,27,16,22,45,9.5,8.4,37.1,47.8,"State School","Mixed",46.1
"2850",890,140143,"Park Community Academy","ACCS",NA,18,67,33,78,0,NA,0.6,0,0,NA,NA,"Special School","Mixed",0.3
"2851",891,137112,"South Nottinghamshire Academy","AC","NSE",89,48,52,12,5,3,56.1,12.1,10.5,56.2,56.1,"State School","Mixed",51.7
"2852",891,137117,"Retford Oaks Academy","AC","NSE",132,47,53,27,2,11,42.8,9,8.2,40,43.8,"State School","Mixed",43.2
"2853",891,137141,"Serlby Park Academy","AC","NSE",63,52,48,51,3,3,44.2,9.9,9,40.5,48.1,"State School","Mixed",45.4
"2854",891,137085,"Carlton Academy","AC","NSE",145,54,46,35,4,3,47,9.7,8.8,41.7,49.7,"State School","Mixed",42.8
"2855",891,138481,"Kirkby College","ACC","NSE",83,47,53,54,2,29,32,7.1,6,28.2,36.6,"State School","Mixed",32.5
"2856",891,137981,"Ashfield Comprehensive School","ACC","NSE",373,52,48,28,3,11,45.9,9.6,8.6,36.7,49.5,"State School","Mixed",45.3
"2857",891,138411,"Meden School","AC","NSE",119,48,52,34,1,2,46.2,10,9.2,38.2,50.2,"State School","Mixed",40.6
"2858",891,138247,"Outwood Academy Valley","AC","NSE",269,53,47,18,8,12,52.4,12.1,10.1,40.9,54.9,"State School","Mixed",53.3
"2859",891,138248,"Outwood Academy Portland","AC","NSE",217,49,51,27,6,30,49.9,10.9,10.3,44.9,51.8,"State School","Mixed",48.4
"2860",891,139062,"The Dukeries Academy","AC","NSE",130,55,45,33,0,14,49,10.8,8.6,40,53.5,"State School","Mixed",43.9
"2861",891,139063,"Sutton Community Academy","AC","NSE",109,56,44,38,8,11,40.7,8.5,7.8,35.7,43.8,"State School","Mixed",39.2
"2862",891,139956,"Holgate Academy","AC","NSE",153,48,52,35,3,5,38.6,8.2,7.1,31,42.6,"State School","Mixed",37.4
"2863",891,140549,"Magnus Church of England Academy","AC","NSE",117,53,47,37,17,13,39.3,8.4,7.8,37.1,40.6,"State School","Mixed",38.4
"2864",891,140992,"Hall Park Academy","AC","NSE",106,45,55,25,1,9,44.5,9.5,8.4,38.6,46.5,"State School","Mixed",43.9
"2865",891,144489,"The Newark Academy","AC","NR",127,52,48,21,15,4,44.1,10.2,8.7,41.1,44.9,"State School","Mixed",45
"2866",891,144486,"Queen Elizabeth Academy","AC","NR",96,42,58,35,17,30,33.2,7.2,6.3,21.8,39.5,"State School","Mixed",30.5
"2867",891,144182,"Colonel Frank Seely Academy","AC","NSE",126,55,45,28,2,13,44.7,9.9,8.4,36.6,47.9,"State School","Mixed",NA
"2868",891,137158,"The Manor Academy","ACC","NSE",134,51,49,24,3,8,42.4,9.2,8.4,36.6,44.2,"State School","Mixed",42.8
"2869",891,144687,"The Garibaldi School","ACC","NSE",149,53,47,31,6,16,48,10.6,9.2,39.5,51.7,"State School","Mixed",NA
"2870",891,137857,"Quarrydale Academy","ACC","NSE",178,52,48,25,1,8,41.2,8.4,7.9,37.9,42.3,"State School","Mixed",43.1
"2871",891,136361,"Redhill Academy","ACC","NSE",254,47,53,26,4,7,50.3,10.6,9.4,40.3,53.8,"State School","Mixed",52.4
"2872",891,137536,"Arnold Hill Academy","ACC","NSE",222,55,45,18,6,6,49,10.7,9.4,40.6,50.8,"State School","Mixed",51.2
"2873",891,136627,"Carlton le Willows Academy","ACC","NSE",244,55,45,16,3,7,53.8,10.9,11.6,45.5,55.4,"State School","Mixed",53.2
"2874",891,138832,"Alderman White School","ACC","NSE",113,53,47,24,12,21,49.1,10.7,9.8,32.3,54.4,"State School","Mixed",46.4
"2875",891,138837,"Bramcote College","ACC","NSE",114,49,51,26,14,18,45.4,9.5,9.4,34.9,49.2,"State School","Mixed",43.3
"2876",891,122854,"Chilwell School","FD","NSE",109,49,51,28,14,4,46.6,10.1,9.2,35.2,50.9,"State School","Mixed",44.6
"2877",891,138641,"The Kimberley School","ACC","NSE",218,52,48,14,5,2,50.8,11.1,9.6,42,52.2,"State School","Mixed",48.2
"2878",891,142725,"Selston High School","ACC","NSE",156,42,58,26,1,7,43.4,9.5,8.8,34.2,46.6,"State School","Mixed",42.9
"2879",891,136628,"The West Bridgford School","ACC","NSE",236,49,51,5,5,4,62.2,12.7,12.5,47.3,63,"State School","Mixed",63.4
"2880",891,138482,"Rushcliffe School","ACC","NSE",234,48,52,12,4,6,56.3,12,10.8,44.4,57.9,"State School","Mixed",58.7
"2881",891,136878,"Toot Hill School","ACC","NSE",318,59,41,12,3,8,56.5,12.3,10.9,40.5,58.6,"State School","Mixed",55
"2882",891,137628,"The Joseph Whitaker School","ACC","NSE",218,51,50,23,1,6,46.1,9.7,8.9,32.7,50,"State School","Mixed",46.4
"2883",891,138964,"East Leake Academy","ACC","NSE",145,52,48,17,2,12,47.9,10.2,9.6,36.9,50.1,"State School","Mixed",47.5
"2884",891,137319,"Tuxford Academy","ACC","NSE",251,53,47,12,1,10,51.1,11.2,9.6,45.6,51.9,"State School","Mixed",47.9
"2885",891,138191,"The South Wolds Academy & Sixth Form","ACC","NSE",136,49,52,18,4,10,52.1,11,10.2,43.4,54,"State School","Mixed",49.3
"2886",891,138076,"The Elizabethan Academy","ACC","NSE",161,47,53,24,1,7,40.8,9.3,8.2,32.9,43.3,"State School","Mixed",43.5
"2887",891,137763,"The Brunts Academy","ACC","NSE",233,54,46,23,6,6,46.4,9.7,9.6,31.2,50.9,"State School","Mixed",46.8
"2888",891,137409,"The Becket School","ACC","NSE",168,55,45,18,21,5,56.9,11.5,11.3,42.2,60.1,"State School","Mixed",58.7
"2889",891,137159,"The National CofE Academy","ACC","NSE",206,52,48,18,2,13,45.1,9.6,8.7,34.5,47.5,"State School","Mixed",45.7
"2890",891,122898,"Minster School","VA","NSE",239,53,47,7,2,3,54,11.2,10.2,50.1,54.2,"State School","Mixed",56.4
"2891",891,138810,"Christ The King Voluntary Academy","ACC","NSE",140,51,49,26,20,7,45,9.9,8.6,37.7,47.5,"State School","Mixed",43.2
"2892",891,140698,"All Saints Catholic Voluntary Academy","ACC","NSE",170,50,50,23,19,11,49,10.7,9.2,35.8,53,"State School","Mixed",49.1
"2893",891,136291,"George Spencer Academy and Technology College","ACC","NSE",247,49,51,13,5,13,50.7,10.5,9.9,42,52,"State School","Mixed",51.9
"2894",891,135583,"Samworth Church Academy","AC","NSE",196,56,44,29,6,5,38,8.3,7.6,31.4,40.7,"State School","Mixed",42.1
"2895",891,138661,"Foxwood Academy","ACCS","NR",17,71,29,71,6,NA,0.5,0,0.5,NA,NA,"Special School","Mixed",0.6
"2896",891,139603,"R.E.A.L Independent Schools","INDSPEC",NA,9,67,33,NA,NA,NA,8.7,2.3,2.7,NA,NA,"Special School","Mixed",9.4
"2897",891,136039,"Wings School Notts","INDSPEC",NA,7,29,71,NA,NA,NA,6.3,1.9,2.6,NA,NA,"Special School","Mixed",7.5
"2898",891,142538,"REAL Alternative Provision School","INDSPEC",NA,21,76,24,NA,NA,NA,1.8,0.2,0.6,NA,NA,"Special School","Mixed",NA
"2899",891,145546,"Pollyteach Limited","INDSPEC",NA,11,64,36,NA,NA,NA,14.8,4.3,4.5,NA,NA,"Special School","Mixed",NA
"2900",891,140854,"The Beech Academy","ACS",NA,16,75,25,75,0,NA,7.5,1.5,4,NA,NA,"Special School","Mixed",5.3
"2901",891,122956,"Dawn House School","NMSS",NA,10,100,0,NA,NA,NA,4,0.3,1.6,NA,NA,"Special School","Boys",NA
"2902",891,122961,"Bracken Hill School","CYS",NA,13,69,31,54,0,NA,0.8,0.2,0.6,0.6,1.2,"Special School","Mixed",0.6
"2903",892,137184,"Nottingham Girls' Academy","AC","NSE",117,NA,100,51,52,9,45.2,10.1,7.6,41.2,49.4,"State School","Girls",47.8
"2904",892,140369,"Bluecoat Beechdale Academy","AC","NSE",120,63,37,59,29,29,36.1,7.5,6.5,33.5,39.9,"State School","Mixed",39
"2905",892,140984,"Nottingham University Academy of Science and Technology","F","NR",99,64,36,31,11,8,51.9,10.3,10.7,48.4,53.4,"State School","Mixed",51
"2906",892,141335,"Farnborough Academy","AC","NSE",133,58,42,47,9,25,36,7.6,7.2,35.1,36.8,"State School","Mixed",37.4
"2907",892,141363,"The Oakwood Academy","AC","NSE",114,46,54,47,3,5,43.1,9.9,8.4,39.5,46.3,"State School","Mixed",44.2
"2908",892,144487,"Park Vale Academy","AC","NSE",137,52,48,45,4,15,41.3,9,8.4,39.1,43,"State School","Mixed",36.5
"2909",892,145146,"Bluecoat Wollaton Academy","ACC","NR",144,55,45,35,33,21,52,11,10,49.3,53.4,"State School","Mixed",51.5
"2910",892,145952,"The Bulwell Academy","AC","NR",153,50,50,59,9,13,31.8,6.9,6.1,27.9,37.5,"State School","Mixed",NA
"2911",892,141010,"Nottingham Free School","F","NR",87,59,41,23,13,2,53.2,11.2,10.5,39.8,57.2,"State School","Mixed",NA
"2912",892,122828,"Ellis Guilford School","CY","NSE",262,50,50,44,12,11,35.4,7.7,6.3,28.3,40.8,"State School","Mixed",34.8
"2913",892,136724,"Fernwood School","ACC","NSE",199,52,48,19,32,11,52.4,11.1,10.1,45.5,54,"State School","Mixed",50.5
"2914",892,139765,"The Nottingham Emmanuel School","ACC","NSE",172,60,40,30,16,13,49.3,10.1,8.8,43.4,51.7,"State School","Mixed",41.1
"2915",892,137798,"Bluecoat Aspley Academy","ACC","NSE",187,56,44,38,49,34,47,9.8,8.8,41.8,50.1,"State School","Mixed",45.1
"2916",892,138341,"The Trinity Catholic School A Voluntary Academy","ACC","NSE",172,48,52,21,35,7,52.2,10.9,9.4,45.7,53.9,"State School","Mixed",52.5
"2917",892,134253,"Djanogly City Academy","AC","NSE",113,50,50,45,78,5,43.8,9,8.8,39.6,47.3,"State School","Mixed",43.4
"2918",892,135761,"Nottingham University Samworth Academy","AC","NSE",140,54,46,49,14,14,35.8,7.9,7.1,30.8,40.6,"State School","Mixed",39.9
"2919",892,135881,"Nottingham Academy","AC","NSE",361,56,44,45,37,19,39,8.2,7,34.5,42.8,"State School","Mixed",37.9
"2920",892,137915,"Nethergate Academy","ACCS",NA,10,90,10,70,20,NA,3.2,0.8,1.2,NA,NA,"Special School","Mixed",1.5
"2921",892,144320,"Westbury Academy","ACCS",NA,16,100,0,88,0,NA,10.5,2.9,1.9,NA,NA,"Special School","Boys",7.9
"2922",893,141176,"Sir John Talbot's School","AC","NSE",79,48,52,35,1,15,46.1,9.7,8.7,37.8,50.7,"State School","Mixed",46.6
"2923",893,143142,"St Martins School (3-16 Learning Community)","AC",NA,63,38,62,37,0,19,39.9,8.4,7.2,33.6,43.5,"State School","Mixed",40.3
"2924",893,143401,"Shrewsbury Academy","ACC","NR",157,52,48,41,5,23,36.1,7.9,7.1,30.8,39.8,"State School","Mixed",35.5
"2925",893,138216,"The Priory School","ACC","NSE",164,41,59,8,4,9,54.6,12.3,9.9,46.7,55.3,"State School","Mixed",53.4
"2926",893,123564,"The Community College, Bishop's Castle","FD","NSE",90,46,54,13,1,6,52.2,11.3,9.8,40.8,54,"State School","Mixed",51.6
"2927",893,139455,"Church Stretton School","ACC","NSE",114,50,50,12,2,13,53.2,11,10.1,43.4,54.5,"State School","Mixed",47.7
"2928",893,139102,"Lakelands Academy","ACC","NSE",101,55,45,21,6,16,45.2,9.6,8.9,41.4,46.2,"State School","Mixed",43.4
"2929",893,139769,"William Brookes School","ACC","NSE",155,46,54,22,1,7,47.2,10.3,8.9,39.2,49.5,"State School","Mixed",47.2
"2930",893,140922,"Idsall School","ACC","NSE",218,49,51,12,1,3,49.7,10.4,9.9,37.9,51.2,"State School","Mixed",47.4
"2931",893,123570,"Belvidere School","CY","NSE",165,49,51,27,4,7,45.1,9.3,8.9,40.6,46.8,"State School","Mixed",45.1
"2932",893,123573,"Meole Brace School","CY","NSE",242,55,45,18,2,6,45.4,9.7,9.2,39.4,46.7,"State School","Mixed",50.1
"2933",893,123577,"Mary Webb School and Science College","CY","NSE",111,50,51,18,2,11,46.7,9.4,9.2,35.6,49.1,"State School","Mixed",50.8
"2934",893,141451,"The Lacon Childe School","ACC","NSE",89,38,62,23,2,4,51.1,11.6,9.5,43.3,53.4,"State School","Mixed",46.5
"2935",893,123580,"The Grove School","FD","NSE",148,45,55,22,3,8,41,8.9,8.6,26.9,45,"State School","Mixed",40.3
"2936",893,142153,"Oldbury Wells School","ACC","NSE",147,50,50,16,3,10,49.5,10.4,9.3,45.1,50.3,"State School","Mixed",48.2
"2937",893,136979,"The Marches School","ACC","NSE",256,50,50,17,7,11,45.4,9.7,8.4,32.9,48,"State School","Mixed",44.7
"2938",893,139143,"Bridgnorth Endowed School","ACC","NSE",118,49,51,13,0,10,45.2,10.1,9,35.5,46.6,"State School","Mixed",46.4
"2939",893,144435,"Ludlow Church of England School","ACC","NSE",128,55,45,23,3,21,43.3,10,8.2,37.2,45.1,"State School","Mixed",42.6
"2940",893,123589,"The Thomas Adams School, Wem","VC","NSE",213,50,50,17,3,7,43.8,9.7,8,31.5,46.3,"State School","Mixed",46
"2941",893,137336,"The Corbet School","ACC","NSE",140,53,47,9,1,9,52.3,10.7,10.2,32.9,54.1,"State School","Mixed",53
"2942",893,123619,"Cruckton Hall School","INDSPEC",NA,6,100,NA,NA,NA,NA,25.2,5,4.3,NA,NA,"Special School","Boys",4.9
"2943",893,134000,"Smallbrook School","INDSPEC",NA,10,40,60,NA,NA,NA,1.5,0.2,1,NA,NA,"Special School","Mixed",1.6
"2944",893,131171,"Darwin School","INDSPEC",NA,10,0,100,NA,NA,NA,6.9,2,3,NA,NA,"Special School","Girls",4.9
"2945",893,123630,"Woodlands School","CYS",NA,8,100,0,63,0,NA,13.1,1.8,4.5,NA,NA,"Special School","Boys",5.7
"2946",893,140531,"Severndale Specialist Academy","ACCS",NA,18,56,44,39,11,NA,2.8,0.6,0.7,0.3,4.5,"Special School","Mixed",0.1
"2947",894,142067,"Holy Trinity Academy","VA","NSE",81,49,51,25,14,5,48.4,10.6,8.6,39.7,51.3,"State School","Mixed",44.6
"2948",894,142285,"The Telford Priory School","AC","NR",183,49,51,42,9,23,35.1,7.3,6.5,29.4,39.3,"State School","Mixed",37.1
"2949",894,136516,"Newport Girls' High School Academy","ACC","SEL",82,NA,100,1,2,11,78.3,15.6,16.4,NA,NA,"Grammar School","Girls",75.3
"2950",894,123574,"The Burton Borough School","CY","NSE",208,54,46,14,3,13,44.6,9.9,8.8,41.1,45.1,"State School","Mixed",46.6
"2951",894,139766,"The Telford Langley School","AC","NSE",121,49,51,46,10,35,36.8,8.3,6.8,34.3,39,"State School","Mixed",39.5
"2952",894,139536,"The Telford Park School","AC","NSE",72,60,40,54,6,33,31.8,6.9,5.8,27.3,37.1,"State School","Mixed",34.6
"2953",894,144853,"Hadley Learning Community - Secondary Phase","ACC","NSE",177,46,54,31,19,41,47.1,8.9,8.4,40.3,50.1,"State School","Mixed",NA
"2954",894,137446,"Haberdashers' Adams","ACC","SEL",115,100,NA,4,21,11,71.8,13.5,13.9,NA,NA,"Grammar School","Boys",72.9
"2955",894,145707,"Ercall Wood Academy","ACC","NSE",130,51,49,28,13,25,39.3,8.1,6.9,30.1,42.8,"State School","Mixed",NA
"2956",894,123597,"Charlton School","FD","NSE",222,47,53,22,15,17,45.4,9.8,8.9,38.4,47.3,"State School","Mixed",40.9
"2957",894,123627,"Thomas Telford School","CTC","NSE",179,52,48,10,5,6,61.8,12.2,12.4,59.4,62,"State School","Mixed",59
"2958",894,135149,"Madeley Academy","AC","NSE",153,49,51,45,1,31,46,9.8,8.9,41.2,50,"State School","Mixed",45.3
"2959",894,135582,"Haberdashers Abraham Darby","AC","NSE",165,52,48,47,7,23,42.4,9.2,7.6,36.8,47.2,"State School","Mixed",42.9
"2960",894,145494,"Queensway","ACS",NA,21,81,19,81,0,NA,12.9,2.8,3.1,NA,NA,"Special School","Mixed",NA
"2961",894,123631,"Southall School","CYS",NA,32,75,25,66,9,NA,0.4,0,0,0.5,0.4,"Special School","Mixed",1.7
"2962",895,139953,"Sir William Stanier Community School","AC","NSE",131,45,55,45,14,15,29.3,6.5,5.2,21.4,35.8,"State School","Mixed",32.5
"2963",895,137064,"The Macclesfield Academy","AC","NSE",82,50,50,32,4,10,44.2,9.7,8.6,32.7,49.5,"State School","Mixed",38.7
"2964",895,140813,"Cheshire Studio School","SS","NR",28,61,39,32,0,14,21.2,5.4,5.6,19.7,21.8,"Special School","Mixed",21.2
"2965",895,142472,"The Oaks Academy","AC","NSE",63,49,51,44,21,14,28.9,6.1,6,24.7,32.2,"State School","Mixed",32.9
"2966",895,142890,"Crewe Engineering and Design UTC","UTC","NR",66,80,20,32,2,21,31.9,6.1,7,28,33.7,"State School","Mixed",32.8
"2967",895,140791,"Tytherington School","ACC","NSE",163,48,52,22,4,3,48.4,10.3,9.7,34.4,52.2,"State School","Mixed",52.6
"2968",895,140108,"Alsager School","ACC","NSE",229,57,43,12,2,3,53.2,11.4,10.4,44.1,54.5,"State School","Mixed",52.2
"2969",895,136340,"Sandbach High School and Sixth Form College","ACC","NSE",199,NA,100,14,3,2,57.4,11.9,10.7,43.8,59.6,"State School","Girls",54.5
"2970",895,111410,"Middlewich High School","CY","NSE",115,56,44,24,1,8,42.1,9.1,8.7,30.1,45.8,"State School","Mixed",42.4
"2971",895,111417,"Ruskin Community High School","CY","NSE",92,45,55,24,27,7,44.2,9.6,9,40.9,45.2,"State School","Mixed",41.8
"2972",895,111419,"Malbank School and Sixth Form College","FD","NSE",185,44,56,17,4,3,45.2,10,8.7,33,47.7,"State School","Mixed",45.6
"2973",895,142237,"Shavington Academy","ACC","NSE",99,59,41,9,5,5,45.5,9.8,8.5,34.2,46.6,"State School","Mixed",47.4
"2974",895,138002,"Knutsford Academy","ACC","NSE",150,53,47,13,4,1,56.1,12.3,11.4,52.4,56.6,"State School","Mixed",52
"2975",895,137449,"Holmes Chapel Comprehensive School","ACC","NSE",238,47,53,11,0,6,52,11.4,10.4,39.4,53.6,"State School","Mixed",51.7
"2976",895,111436,"Poynton High School","CY","NSE",230,47,54,11,1,5,55,10.9,10.5,41.7,56.7,"State School","Mixed",55.4
"2977",895,136279,"Brine Leas School","ACC","NSE",215,50,50,17,3,11,52.3,11.4,10.4,38.3,55.1,"State School","Mixed",54.4
"2978",895,111443,"Wilmslow High School","CY","NSE",309,52,48,12,8,10,54.5,11.4,10.4,44,55.9,"State School","Mixed",55.8
"2979",895,136655,"Congleton High School","ACC","NSE",200,50,51,12,1,3,50.4,10.3,9.6,42.1,51.5,"State School","Mixed",51.1
"2980",895,138662,"Eaton Bank Academy","ACC","NSE",120,38,62,13,3,3,52.4,11.1,10.3,39.7,54.2,"State School","Mixed",46.5
"2981",895,139764,"St Thomas More Catholic High School","ACC","NSE",132,48,52,15,21,9,53.1,12.4,9.8,46.2,54.3,"State School","Mixed",51.9
"2982",895,139139,"All Hallows Catholic College","ACC","NSE",215,53,47,14,7,6,49.7,11.3,9.7,33.1,52.4,"State School","Mixed",52.7
"2983",895,136278,"The Fallibroome Academy","ACC","NSE",238,53,48,12,2,10,54.9,11.8,10.2,38.4,57.2,"State School","Mixed",52.6
"2984",895,137491,"Sandbach School","F","NSE",196,100,NA,13,3,6,49.6,10,10.9,40.7,50.9,"State School","Boys",49.1
"2985",895,141502,"High Peak School","INDSPEC",NA,8,75,25,NA,NA,NA,3,0.9,0.8,NA,NA,"Special School","Mixed",NA
"2986",895,140176,"Adelaide Heath Academy","ACS",NA,6,100,0,50,17,NA,6.5,2.3,1.7,NA,NA,"Special School","Boys",1
"2987",895,141559,"NAS Church Lawton School","FS","NR",6,67,33,33,0,NA,6.5,1.8,1.7,NA,NA,"Special School","Mixed",NA
"2988",895,140457,"Adelaide School","ACCS",NA,13,92,8,77,0,NA,10.8,2.2,2.3,NA,NA,"Special School","Mixed",5.4
